"","Grid","DateTimeOriginal","Region.Label","Species","size","distance"
"1","K1010",2017-04-08 06:20:25,"Kanoi_Inside","CHINKARA",1,7.166929134
"2","K1010",2017-04-11 10:48:55,"Kanoi_Inside","CHINKARA",1,NA
"3","K1010",2017-04-11 10:49:45,"Kanoi_Inside","CHINKARA",1,NA
"4","K1010",2017-04-16 11:39:50,"Kanoi_Inside","CHINKARA",1,NA
"5","K1010",2017-04-21 04:18:40,"Kanoi_Inside","CHINKARA",1,NA
"6","K1010",2017-04-27 20:13:25,"Kanoi_Inside","CHINKARA",1,3.287582171
"7","K1010",2017-04-30 06:31:15,"Kanoi_Inside","DESERT_FOX",1,NA
"8","K1010",2017-05-10 07:44:50,"Kanoi_Inside","CHINKARA",1,NA
"9","K743",2017-04-21 01:27:33,"Kanoi_Inside","DESERT_FOX",1,NA
"10","K743",2017-04-22 02:37:23,"Kanoi_Inside","DESERT_FOX",1,NA
"11","K743",2017-04-25 05:51:23,"Kanoi_Inside","DESERT_FOX",1,NA
"12","K743",2017-04-28 22:27:28,"Kanoi_Inside","DESERT_FOX",1,3.123376623
"13","K743",2017-04-29 04:55:48,"Kanoi_Inside","DESERT_FOX",1,NA
"14","K743",2017-05-03 05:26:23,"Kanoi_Inside","DESERT_FOX",1,NA
"15","K743",2017-05-03 22:11:03,"Kanoi_Inside","DESERT_FOX",1,NA
"16","K743",2017-05-03 22:11:08,"Kanoi_Inside","DESERT_FOX",1,NA
"17","K743",2017-05-03 22:11:13,"Kanoi_Inside","DESERT_FOX",1,NA
"18","K743",2017-05-03 23:31:08,"Kanoi_Inside","DESERT_FOX",2,NA
"19","K743",2017-05-03 23:31:13,"Kanoi_Inside","DESERT_FOX",2,NA
"20","K743",2017-05-04 03:48:33,"Kanoi_Inside","DESERT_FOX",1,NA
"21","K743",2017-05-04 03:48:38,"Kanoi_Inside","DESERT_FOX",1,1.380280073
"22","K781_2",2017-04-23 20:00:55,"Kanoi_Inside","CHINKARA",1,NA
"23","K781_2",2017-04-30 02:44:00,"Kanoi_Inside","CHINKARA",1,NA
"24","K781_2",2017-05-04 21:39:55,"Kanoi_Inside","CHINKARA",1,NA
"25","K782",2017-04-11 01:36:44,"Kanoi_Inside","DESERT_FOX",1,NA
"26","K782",2017-04-14 20:04:59,"Kanoi_Inside","DESERT_CAT",1,NA
"27","K782",2017-04-14 20:05:14,"Kanoi_Inside","DESERT_CAT",1,NA
"28","K782",2017-04-14 20:05:19,"Kanoi_Inside","DESERT_CAT",1,NA
"29","K782",2017-04-23 09:54:24,"Kanoi_Inside","CHINKARA",1,NA
"30","K782",2017-04-23 09:54:29,"Kanoi_Inside","CHINKARA",1,NA
"31","K782",2017-04-23 09:56:24,"Kanoi_Inside","CHINKARA",1,NA
"32","K782",2017-04-23 09:56:29,"Kanoi_Inside","CHINKARA",1,NA
"33","K782",2017-04-25 01:08:09,"Kanoi_Inside","INDIAN_FOX",1,NA
"34","K782",2017-04-25 03:27:59,"Kanoi_Inside","DESERT_FOX",1,1.795729077
"35","K782",2017-05-08 06:10:59,"Kanoi_Inside","DESERT_FOX",1,NA
"36","K783",2017-04-05 13:23:46,"Kanoi_Inside","CHINKARA",1,NA
"37","K783",2017-04-09 10:37:46,"Kanoi_Inside","CHINKARA",1,NA
"38","K783",2017-04-14 13:44:56,"Kanoi_Inside","CHINKARA",1,NA
"39","K819",2017-04-08 20:45:32,"Kanoi_Inside","DESERT_CAT",1,2.340587045
"40","K819",2017-04-08 20:45:37,"Kanoi_Inside","DESERT_CAT",1,NA
"41","K819",2017-04-08 20:45:52,"Kanoi_Inside","DESERT_CAT",1,NA
"42","K819",2017-04-13 02:18:57,"Kanoi_Inside","CHINKARA",1,NA
"43","K820",2017-04-11 17:33:59,"Kanoi_Inside","MONGOOSE",1,NA
"44","K820",2017-05-06 23:37:04,"Kanoi_Inside","DESERT_FOX",1,NA
"45","K821",2017-04-03 21:45:27,"Kanoi_Inside","HARE",1,1.242627785
"46","K821",2017-04-03 21:45:32,"Kanoi_Inside","HARE",1,NA
"47","K821",2017-04-03 21:45:47,"Kanoi_Inside","HARE",1,NA
"48","K821",2017-04-03 21:45:57,"Kanoi_Inside","HARE",1,NA
"49","K821",2017-04-03 21:46:02,"Kanoi_Inside","HARE",1,NA
"50","K821",2017-04-06 01:20:02,"Kanoi_Inside","CHINKARA",1,NA
"51","K821",2017-04-06 01:20:07,"Kanoi_Inside","CHINKARA",1,NA
"52","K821",2017-04-06 23:17:32,"Kanoi_Inside","CHINKARA",1,NA
"53","K821",2017-04-06 23:17:37,"Kanoi_Inside","CHINKARA",1,NA
"54","K821",2017-04-06 23:17:42,"Kanoi_Inside","CHINKARA",1,NA
"55","K821",2017-04-06 23:18:02,"Kanoi_Inside","CHINKARA",1,2.257440476
"56","K821",2017-04-06 23:18:07,"Kanoi_Inside","CHINKARA",1,NA
"57","K821",2017-04-06 23:19:47,"Kanoi_Inside","CHINKARA",1,NA
"58","K821",2017-04-06 23:19:52,"Kanoi_Inside","CHINKARA",1,NA
"59","K821",2017-04-06 23:20:17,"Kanoi_Inside","CHINKARA",1,NA
"60","K821",2017-04-06 23:20:27,"Kanoi_Inside","CHINKARA",1,NA
"61","K821",2017-04-06 23:20:32,"Kanoi_Inside","CHINKARA",1,NA
"62","K821",2017-04-06 23:20:57,"Kanoi_Inside","CHINKARA",1,NA
"63","K821",2017-04-08 00:13:17,"Kanoi_Inside","HARE",1,NA
"64","K821",2017-04-08 00:13:22,"Kanoi_Inside","HARE",1,NA
"65","K821",2017-04-08 00:14:12,"Kanoi_Inside","HARE",1,3.283549784
"66","K821",2017-04-08 00:14:17,"Kanoi_Inside","HARE",1,NA
"67","K821",2017-04-08 03:57:07,"Kanoi_Inside","CHINKARA",1,NA
"68","K821",2017-04-08 03:57:57,"Kanoi_Inside","CHINKARA",1,NA
"69","K821",2017-04-08 03:58:02,"Kanoi_Inside","CHINKARA",1,NA
"70","K821",2017-04-08 03:58:22,"Kanoi_Inside","CHINKARA",1,2.48525557
"71","K821",2017-04-08 03:58:27,"Kanoi_Inside","CHINKARA",1,NA
"72","K821",2017-04-08 03:58:32,"Kanoi_Inside","CHINKARA",1,NA
"73","K821",2017-04-08 03:58:37,"Kanoi_Inside","CHINKARA",1,NA
"74","K821",2017-04-08 03:58:42,"Kanoi_Inside","CHINKARA",1,NA
"75","K821",2017-04-17 18:25:37,"Kanoi_Inside","CHINKARA",1,NA
"76","K821",2017-04-19 20:17:42,"Kanoi_Inside","CHINKARA",2,2.495547788
"77","K821",2017-04-19 20:17:47,"Kanoi_Inside","CHINKARA",2,NA
"78","K821",2017-04-19 20:17:57,"Kanoi_Inside","CHINKARA",1,NA
"79","K821",2017-04-30 08:18:07,"Kanoi_Inside","CHINKARA",1,NA
"80","K821",2017-04-30 08:20:07,"Kanoi_Inside","CHINKARA",2,NA
"81","K821",2017-04-30 08:20:12,"Kanoi_Inside","CHINKARA",2,NA
"82","K821",2017-04-30 08:20:17,"Kanoi_Inside","CHINKARA",2,NA
"83","K822",2017-04-12 19:58:49,"Kanoi_Inside","DESERT_CAT",1,NA
"84","K822",2017-04-12 19:58:54,"Kanoi_Inside","DESERT_CAT",1,NA
"85","K822",2017-04-14 21:25:34,"Kanoi_Inside","DESERT_FOX",1,NA
"86","K822",2017-04-19 00:16:09,"Kanoi_Inside","DESERT_FOX",1,NA
"87","K822",2017-04-23 01:30:59,"Kanoi_Inside","DESERT_FOX",1,3.201555926
"88","K822",2017-04-23 01:31:04,"Kanoi_Inside","DESERT_FOX",1,NA
"89","K822",2017-04-30 23:04:04,"Kanoi_Inside","DESERT_FOX",1,NA
"90","K822",2017-04-30 23:04:09,"Kanoi_Inside","DESERT_FOX",1,NA
"91","K826",2017-04-05 22:54:53,"Kanoi_Inside","CHINKARA",1,NA
"92","K826",2017-04-05 22:55:58,"Kanoi_Inside","CHINKARA",1,NA
"93","K826",2017-04-07 07:51:58,"Kanoi_Inside","CHINKARA",1,NA
"94","K826",2017-04-07 07:52:03,"Kanoi_Inside","CHINKARA",1,NA
"95","K826",2017-04-07 07:52:08,"Kanoi_Inside","CHINKARA",1,NA
"96","K826",2017-04-10 00:43:03,"Kanoi_Inside","WILD_PIG",1,4.833460657
"97","K826",2017-04-10 06:42:08,"Kanoi_Inside","CHINKARA",1,5.393861893
"98","K826",2017-04-10 06:42:13,"Kanoi_Inside","CHINKARA",1,NA
"99","K826",2017-04-10 08:06:38,"Kanoi_Inside","CHINKARA",1,6.36199095
"100","K826",2017-04-10 08:06:43,"Kanoi_Inside","CHINKARA",1,NA
"101","K826",2017-04-11 07:06:53,"Kanoi_Inside","CHINKARA",1,NA
"102","K826",2017-04-12 06:24:48,"Kanoi_Inside","CHINKARA",1,NA
"103","K826",2017-04-12 06:24:53,"Kanoi_Inside","CHINKARA",1,NA
"104","K826",2017-04-12 07:26:48,"Kanoi_Inside","CHINKARA",1,NA
"105","K826",2017-04-13 23:44:48,"Kanoi_Inside","CHINKARA",1,NA
"106","K826",2017-04-14 01:29:48,"Kanoi_Inside","CHINKARA",1,NA
"107","K826",2017-04-14 01:29:53,"Kanoi_Inside","CHINKARA",1,NA
"108","K826",2017-04-14 01:29:58,"Kanoi_Inside","CHINKARA",1,NA
"109","K826",2017-04-17 06:39:33,"Kanoi_Inside","CHINKARA",1,NA
"110","K826",2017-04-17 06:39:38,"Kanoi_Inside","CHINKARA",1,NA
"111","K826",2017-04-17 06:39:43,"Kanoi_Inside","CHINKARA",1,NA
"112","K826",2017-04-18 06:55:33,"Kanoi_Inside","CHINKARA",1,NA
"113","K826",2017-04-21 10:55:38,"Kanoi_Inside","CHINKARA",1,NA
"114","K826",2017-04-22 10:48:13,"Kanoi_Inside","CHINKARA",1,3.917647059
"115","K826",2017-04-24 11:25:58,"Kanoi_Inside","CHINKARA",1,NA
"116","K826",2017-04-24 11:50:38,"Kanoi_Inside","CHINKARA",1,2.202227637
"117","K826",2017-04-24 13:05:58,"Kanoi_Inside","CHINKARA",1,NA
"118","K826",2017-04-24 13:57:48,"Kanoi_Inside","CHINKARA",1,1.110974539
"119","K826",2017-04-25 11:20:28,"Kanoi_Inside","CHINKARA",1,NA
"120","K826",2017-04-25 11:33:58,"Kanoi_Inside","CHINKARA",1,NA
"121","K826",2017-04-25 14:40:28,"Kanoi_Inside","CHINKARA",1,NA
"122","K826",2017-04-27 11:23:08,"Kanoi_Inside","CHINKARA",1,NA
"123","K826",2017-04-27 11:33:18,"Kanoi_Inside","CHINKARA",1,NA
"124","K826",2017-04-27 13:05:08,"Kanoi_Inside","CHINKARA",1,NA
"125","K826",2017-04-28 10:06:58,"Kanoi_Inside","CHINKARA",1,NA
"126","K826",2017-04-29 10:49:58,"Kanoi_Inside","CHINKARA",1,4.089851325
"127","K826",2017-04-30 02:20:18,"Kanoi_Inside","CHINKARA",1,NA
"128","K826",2017-04-30 02:20:23,"Kanoi_Inside","CHINKARA",1,NA
"129","K826",2017-04-30 02:20:33,"Kanoi_Inside","CHINKARA",1,NA
"130","K826",2017-04-30 02:20:38,"Kanoi_Inside","CHINKARA",1,NA
"131","K826",2017-05-04 04:58:53,"Kanoi_Inside","CHINKARA",1,2.862895928
"132","K826",2017-05-04 05:07:23,"Kanoi_Inside","CHINKARA",1,NA
"133","K826",2017-05-04 05:07:28,"Kanoi_Inside","CHINKARA",1,NA
"134","K826",2017-05-06 06:31:18,"Kanoi_Inside","DOG",1,NA
"135","K826",2017-05-06 06:31:23,"Kanoi_Inside","DOG",1,NA
"136","K826",2017-05-06 23:45:08,"Kanoi_Inside","DESERT_FOX",1,NA
"137","K826",2017-05-06 23:45:13,"Kanoi_Inside","DESERT_FOX",1,NA
"138","K826",2017-05-07 06:47:18,"Kanoi_Inside","CHINKARA",1,1.879679144
"139","K826",2017-05-07 06:47:23,"Kanoi_Inside","CHINKARA",1,NA
"140","K826",2017-05-07 10:34:38,"Kanoi_Inside","CHINKARA",1,5.241922121
"141","K826",2017-05-09 10:22:33,"Kanoi_Inside","CHINKARA",1,NA
"142","K827",2017-04-17 03:02:08,"Kanoi_Inside","HARE",1,NA
"143","K827",2017-04-17 03:03:18,"Kanoi_Inside","HARE",1,NA
"144","K827",2017-04-17 03:03:23,"Kanoi_Inside","HARE",1,NA
"145","K827",2017-04-18 06:41:23,"Kanoi_Inside","CHINKARA",1,9.809302326
"146","K827",2017-04-18 06:41:28,"Kanoi_Inside","CHINKARA",1,NA
"147","K855",2017-04-08 21:10:05,"Kanoi_Inside","DESERT_FOX",1,NA
"148","K856",2017-04-04 20:37:14,"Kanoi_Inside","DESERT_CAT",1,NA
"149","K856",2017-04-04 20:37:19,"Kanoi_Inside","DESERT_CAT",1,NA
"150","K856",2017-04-20 07:59:29,"Kanoi_Inside","CHINKARA",1,NA
"151","K856",2017-04-04 20:37:16,"Kanoi_Inside","DESERT_CAT",1,NA
"152","K856",2017-04-20 07:59:26,"Kanoi_Inside","CHINKARA",1,3.962904911
"153","K857",2017-04-14 19:37:56,"Kanoi_Inside","WILD_PIG",1,NA
"154","K857",2017-04-17 06:06:36,"Kanoi_Inside","HARE",1,NA
"155","K857",2017-04-18 05:24:31,"Kanoi_Inside","WILD_PIG",1,NA
"156","K857",2017-04-29 05:56:11,"Kanoi_Inside","WILD_PIG",1,NA
"157","K858",2017-04-04 07:10:07,"Kanoi_Inside","WOLF",1,NA
"158","K858",2017-04-07 07:12:27,"Kanoi_Inside","CHINKARA",2,NA
"159","K858",2017-04-07 07:12:32,"Kanoi_Inside","CHINKARA",2,NA
"160","K858",2017-04-10 21:45:07,"Kanoi_Inside","HARE",1,NA
"161","K858",2017-04-15 10:15:32,"Kanoi_Inside","CHINKARA",1,NA
"162","K858",2017-04-15 12:12:47,"Kanoi_Inside","CHINKARA",1,5.450892857
"163","K858",2017-04-17 06:55:32,"Kanoi_Inside","MONGOOSE",1,NA
"164","K858",2017-04-17 06:55:37,"Kanoi_Inside","MONGOOSE",1,NA
"165","K858",2017-04-17 06:55:42,"Kanoi_Inside","MONGOOSE",1,NA
"166","K858",2017-04-17 06:55:47,"Kanoi_Inside","MONGOOSE",1,NA
"167","K858",2017-05-06 06:28:27,"Kanoi_Inside","CHINKARA",1,5.737781955
"168","K859",2017-04-15 01:37:00,"Kanoi_Inside","CHINKARA",1,3.925983437
"169","K859",2017-04-15 01:37:05,"Kanoi_Inside","CHINKARA",1,NA
"170","K859",2017-04-20 05:09:45,"Kanoi_Inside","CHINKARA",1,NA
"171","K859",2017-04-20 05:09:50,"Kanoi_Inside","CHINKARA",1,NA
"172","K859",2017-04-21 09:05:30,"Kanoi_Inside","CHINKARA",1,NA
"173","K859",2017-04-21 09:05:40,"Kanoi_Inside","CHINKARA",1,NA
"174","K860",2017-04-05 19:28:20,"Kanoi_Inside","CHINKARA",1,NA
"175","K860",2017-04-05 19:28:25,"Kanoi_Inside","CHINKARA",1,NA
"176","K860",2017-04-06 08:46:25,"Kanoi_Inside","CHINKARA",1,NA
"177","K860",2017-04-06 08:46:30,"Kanoi_Inside","CHINKARA",1,NA
"178","K860",2017-04-07 01:36:35,"Kanoi_Inside","CHINKARA",1,NA
"179","K860",2017-04-07 01:36:45,"Kanoi_Inside","CHINKARA",1,NA
"180","K860",2017-04-07 01:37:20,"Kanoi_Inside","CHINKARA",1,NA
"181","K860",2017-04-07 01:37:25,"Kanoi_Inside","CHINKARA",1,NA
"182","K860",2017-04-07 01:37:30,"Kanoi_Inside","CHINKARA",1,NA
"183","K860",2017-04-07 01:54:15,"Kanoi_Inside","CHINKARA",1,NA
"184","K860",2017-04-07 01:54:20,"Kanoi_Inside","CHINKARA",1,NA
"185","K860",2017-04-07 01:54:30,"Kanoi_Inside","CHINKARA",1,NA
"186","K860",2017-04-07 01:54:35,"Kanoi_Inside","CHINKARA",1,NA
"187","K860",2017-04-07 01:55:00,"Kanoi_Inside","CHINKARA",1,NA
"188","K860",2017-04-07 01:55:15,"Kanoi_Inside","CHINKARA",1,NA
"189","K860",2017-04-07 01:55:20,"Kanoi_Inside","CHINKARA",1,NA
"190","K860",2017-04-07 01:55:25,"Kanoi_Inside","CHINKARA",1,NA
"191","K860",2017-04-07 01:55:30,"Kanoi_Inside","CHINKARA",1,NA
"192","K860",2017-04-07 01:55:40,"Kanoi_Inside","CHINKARA",1,NA
"193","K860",2017-04-07 01:55:45,"Kanoi_Inside","CHINKARA",1,NA
"194","K860",2017-04-07 01:55:50,"Kanoi_Inside","CHINKARA",1,NA
"195","K860",2017-04-07 01:55:55,"Kanoi_Inside","CHINKARA",1,NA
"196","K860",2017-04-07 01:56:00,"Kanoi_Inside","CHINKARA",1,NA
"197","K860",2017-04-07 01:56:05,"Kanoi_Inside","CHINKARA",1,NA
"198","K860",2017-04-07 01:56:10,"Kanoi_Inside","CHINKARA",1,NA
"199","K860",2017-04-07 01:56:15,"Kanoi_Inside","CHINKARA",1,NA
"200","K860",2017-04-07 01:56:20,"Kanoi_Inside","CHINKARA",1,NA
"201","K860",2017-04-07 01:56:25,"Kanoi_Inside","CHINKARA",1,NA
"202","K860",2017-04-07 01:56:30,"Kanoi_Inside","CHINKARA",1,NA
"203","K860",2017-04-07 01:56:35,"Kanoi_Inside","CHINKARA",1,NA
"204","K860",2017-04-07 01:56:45,"Kanoi_Inside","CHINKARA",1,NA
"205","K860",2017-04-07 01:56:50,"Kanoi_Inside","CHINKARA",1,NA
"206","K860",2017-04-07 06:18:55,"Kanoi_Inside","CHINKARA",1,NA
"207","K860",2017-04-07 06:19:00,"Kanoi_Inside","CHINKARA",1,NA
"208","K860",2017-04-07 06:19:05,"Kanoi_Inside","CHINKARA",1,NA
"209","K860",2017-04-07 06:19:10,"Kanoi_Inside","CHINKARA",1,NA
"210","K860",2017-04-07 06:19:20,"Kanoi_Inside","CHINKARA",1,NA
"211","K860",2017-04-07 06:19:25,"Kanoi_Inside","CHINKARA",1,NA
"212","K860",2017-04-07 06:19:30,"Kanoi_Inside","CHINKARA",1,NA
"213","K860",2017-04-07 06:19:35,"Kanoi_Inside","CHINKARA",1,NA
"214","K860",2017-04-07 06:40:55,"Kanoi_Inside","CHINKARA",1,NA
"215","K860",2017-04-07 06:41:20,"Kanoi_Inside","CHINKARA",1,NA
"216","K860",2017-04-07 20:47:45,"Kanoi_Inside","CHINKARA",1,NA
"217","K860",2017-04-07 20:47:50,"Kanoi_Inside","CHINKARA",1,NA
"218","K860",2017-04-07 20:47:55,"Kanoi_Inside","CHINKARA",1,NA
"219","K860",2017-04-07 20:48:00,"Kanoi_Inside","CHINKARA",1,NA
"220","K860",2017-04-07 20:48:05,"Kanoi_Inside","CHINKARA",1,NA
"221","K860",2017-04-07 20:48:15,"Kanoi_Inside","CHINKARA",1,NA
"222","K860",2017-04-07 20:48:20,"Kanoi_Inside","CHINKARA",1,NA
"223","K860",2017-04-07 20:48:25,"Kanoi_Inside","CHINKARA",1,NA
"224","K860",2017-04-07 20:48:40,"Kanoi_Inside","CHINKARA",1,NA
"225","K860",2017-04-07 20:48:45,"Kanoi_Inside","CHINKARA",1,NA
"226","K860",2017-04-07 20:49:05,"Kanoi_Inside","CHINKARA",1,NA
"227","K860",2017-04-07 23:13:10,"Kanoi_Inside","CHINKARA",1,NA
"228","K860",2017-04-07 23:13:15,"Kanoi_Inside","CHINKARA",1,NA
"229","K860",2017-04-07 23:13:20,"Kanoi_Inside","CHINKARA",1,NA
"230","K860",2017-04-07 23:13:25,"Kanoi_Inside","CHINKARA",1,NA
"231","K860",2017-04-07 23:13:55,"Kanoi_Inside","CHINKARA",1,NA
"232","K860",2017-04-08 20:38:55,"Kanoi_Inside","CHINKARA",1,NA
"233","K860",2017-04-08 20:39:05,"Kanoi_Inside","CHINKARA",1,NA
"234","K860",2017-04-08 20:39:10,"Kanoi_Inside","CHINKARA",1,NA
"235","K860",2017-04-08 20:39:25,"Kanoi_Inside","CHINKARA",1,NA
"236","K860",2017-04-08 20:39:35,"Kanoi_Inside","CHINKARA",1,NA
"237","K860",2017-04-08 20:39:40,"Kanoi_Inside","CHINKARA",1,NA
"238","K860",2017-04-08 20:39:45,"Kanoi_Inside","CHINKARA",1,NA
"239","K860",2017-04-08 20:39:55,"Kanoi_Inside","CHINKARA",1,NA
"240","K860",2017-04-08 20:40:00,"Kanoi_Inside","CHINKARA",1,NA
"241","K860",2017-04-08 20:40:05,"Kanoi_Inside","CHINKARA",1,NA
"242","K860",2017-04-08 20:40:10,"Kanoi_Inside","CHINKARA",1,NA
"243","K860",2017-04-08 20:40:15,"Kanoi_Inside","CHINKARA",1,NA
"244","K860",2017-04-08 20:40:20,"Kanoi_Inside","CHINKARA",1,NA
"245","K860",2017-04-08 20:43:15,"Kanoi_Inside","CHINKARA",1,NA
"246","K860",2017-04-08 20:44:35,"Kanoi_Inside","CHINKARA",1,NA
"247","K860",2017-04-08 20:44:40,"Kanoi_Inside","CHINKARA",1,NA
"248","K860",2017-04-08 20:46:05,"Kanoi_Inside","CHINKARA",2,NA
"249","K860",2017-04-08 20:46:15,"Kanoi_Inside","CHINKARA",2,NA
"250","K860",2017-04-08 20:46:20,"Kanoi_Inside","CHINKARA",2,NA
"251","K860",2017-04-08 20:46:25,"Kanoi_Inside","CHINKARA",1,NA
"252","K860",2017-04-08 20:47:40,"Kanoi_Inside","CHINKARA",1,NA
"253","K860",2017-04-08 20:50:25,"Kanoi_Inside","CHINKARA",1,NA
"254","K860",2017-04-08 23:37:15,"Kanoi_Inside","CHINKARA",1,NA
"255","K860",2017-04-08 23:37:20,"Kanoi_Inside","CHINKARA",1,NA
"256","K860",2017-04-08 23:37:25,"Kanoi_Inside","CHINKARA",1,NA
"257","K860",2017-04-08 23:37:30,"Kanoi_Inside","CHINKARA",1,NA
"258","K860",2017-04-08 23:37:35,"Kanoi_Inside","CHINKARA",1,NA
"259","K860",2017-04-09 00:13:40,"Kanoi_Inside","CHINKARA",1,NA
"260","K860",2017-04-09 00:13:45,"Kanoi_Inside","CHINKARA",1,NA
"261","K860",2017-04-09 00:27:00,"Kanoi_Inside","CHINKARA",1,NA
"262","K860",2017-04-09 00:27:05,"Kanoi_Inside","CHINKARA",1,NA
"263","K860",2017-04-09 02:29:25,"Kanoi_Inside","CHINKARA",1,NA
"264","K860",2017-04-09 23:50:15,"Kanoi_Inside","HARE",1,NA
"265","K860",2017-04-09 23:50:20,"Kanoi_Inside","HARE",1,NA
"266","K860",2017-04-09 23:50:30,"Kanoi_Inside","HARE",1,NA
"267","K860",2017-04-09 23:50:35,"Kanoi_Inside","HARE",1,NA
"268","K860",2017-04-09 23:50:40,"Kanoi_Inside","HARE",1,NA
"269","K860",2017-04-09 23:50:45,"Kanoi_Inside","HARE",1,NA
"270","K860",2017-04-09 23:51:00,"Kanoi_Inside","HARE",1,NA
"271","K860",2017-04-09 23:51:05,"Kanoi_Inside","HARE",1,NA
"272","K860",2017-04-09 23:51:15,"Kanoi_Inside","HARE",1,NA
"273","K860",2017-04-10 03:15:05,"Kanoi_Inside","CHINKARA",1,NA
"274","K860",2017-04-10 03:15:15,"Kanoi_Inside","CHINKARA",1,NA
"275","K860",2017-04-10 19:41:45,"Kanoi_Inside","CHINKARA",1,NA
"276","K860",2017-04-11 05:17:40,"Kanoi_Inside","CHINKARA",1,NA
"277","K860",2017-04-11 05:17:45,"Kanoi_Inside","CHINKARA",1,NA
"278","K860",2017-04-11 05:17:50,"Kanoi_Inside","CHINKARA",1,NA
"279","K860",2017-04-11 05:17:55,"Kanoi_Inside","CHINKARA",1,NA
"280","K860",2017-04-11 05:18:00,"Kanoi_Inside","CHINKARA",1,NA
"281","K860",2017-04-11 05:18:05,"Kanoi_Inside","CHINKARA",1,NA
"282","K860",2017-04-11 05:18:10,"Kanoi_Inside","CHINKARA",1,NA
"283","K860",2017-04-11 05:18:15,"Kanoi_Inside","CHINKARA",1,NA
"284","K860",2017-04-11 05:18:20,"Kanoi_Inside","CHINKARA",1,NA
"285","K860",2017-04-11 05:18:25,"Kanoi_Inside","CHINKARA",1,NA
"286","K860",2017-04-11 05:18:30,"Kanoi_Inside","CHINKARA",1,NA
"287","K860",2017-04-11 05:19:15,"Kanoi_Inside","CHINKARA",1,NA
"288","K860",2017-04-11 05:19:25,"Kanoi_Inside","CHINKARA",1,NA
"289","K860",2017-04-11 05:19:30,"Kanoi_Inside","CHINKARA",1,NA
"290","K860",2017-04-11 05:19:35,"Kanoi_Inside","CHINKARA",1,NA
"291","K860",2017-04-11 05:19:40,"Kanoi_Inside","CHINKARA",1,NA
"292","K860",2017-04-11 05:19:45,"Kanoi_Inside","CHINKARA",1,NA
"293","K860",2017-04-11 05:49:20,"Kanoi_Inside","CHINKARA",1,NA
"294","K860",2017-04-11 05:49:25,"Kanoi_Inside","CHINKARA",1,NA
"295","K860",2017-04-11 05:49:35,"Kanoi_Inside","CHINKARA",1,NA
"296","K860",2017-04-11 05:49:45,"Kanoi_Inside","CHINKARA",1,NA
"297","K860",2017-04-11 05:50:10,"Kanoi_Inside","CHINKARA",1,NA
"298","K860",2017-04-11 23:20:15,"Kanoi_Inside","CHINKARA",1,NA
"299","K860",2017-04-11 23:20:20,"Kanoi_Inside","CHINKARA",1,NA
"300","K860",2017-04-11 23:20:25,"Kanoi_Inside","CHINKARA",1,NA
"301","K860",2017-04-11 23:20:30,"Kanoi_Inside","CHINKARA",1,NA
"302","K860",2017-04-12 23:18:00,"Kanoi_Inside","CHINKARA",1,NA
"303","K860",2017-04-12 23:18:10,"Kanoi_Inside","CHINKARA",1,NA
"304","K860",2017-04-12 23:18:15,"Kanoi_Inside","CHINKARA",1,NA
"305","K860",2017-04-12 23:18:20,"Kanoi_Inside","CHINKARA",1,NA
"306","K860",2017-04-14 02:38:35,"Kanoi_Inside","CHINKARA",1,NA
"307","K860",2017-04-14 02:39:00,"Kanoi_Inside","CHINKARA",1,NA
"308","K860",2017-04-14 02:39:05,"Kanoi_Inside","CHINKARA",1,NA
"309","K860",2017-04-14 21:19:55,"Kanoi_Inside","CHINKARA",1,NA
"310","K860",2017-04-15 01:50:35,"Kanoi_Inside","HARE",1,NA
"311","K860",2017-04-15 01:50:40,"Kanoi_Inside","HARE",1,NA
"312","K860",2017-04-15 01:50:55,"Kanoi_Inside","HARE",1,NA
"313","K860",2017-04-15 01:51:05,"Kanoi_Inside","HARE",1,NA
"314","K860",2017-04-15 01:51:15,"Kanoi_Inside","HARE",1,NA
"315","K860",2017-04-15 01:51:20,"Kanoi_Inside","HARE",1,NA
"316","K860",2017-04-15 01:51:25,"Kanoi_Inside","HARE",1,NA
"317","K860",2017-04-15 01:51:30,"Kanoi_Inside","HARE",1,NA
"318","K860",2017-04-15 01:52:05,"Kanoi_Inside","HARE",1,NA
"319","K860",2017-04-15 01:52:10,"Kanoi_Inside","HARE",1,NA
"320","K860",2017-04-15 01:52:15,"Kanoi_Inside","HARE",1,NA
"321","K860",2017-04-15 01:52:30,"Kanoi_Inside","HARE",1,NA
"322","K860",2017-04-15 01:52:50,"Kanoi_Inside","HARE",1,NA
"323","K860",2017-04-15 01:53:00,"Kanoi_Inside","HARE",1,2.569444444
"324","K860",2017-04-15 01:53:05,"Kanoi_Inside","HARE",1,NA
"325","K860",2017-04-15 02:53:40,"Kanoi_Inside","HARE",1,NA
"326","K860",2017-04-15 02:53:45,"Kanoi_Inside","HARE",1,NA
"327","K860",2017-04-15 02:53:55,"Kanoi_Inside","HARE",1,NA
"328","K860",2017-04-16 00:39:20,"Kanoi_Inside","CHINKARA",1,NA
"329","K860",2017-04-16 00:39:30,"Kanoi_Inside","CHINKARA",1,NA
"330","K860",2017-04-16 00:39:35,"Kanoi_Inside","CHINKARA",1,NA
"331","K860",2017-04-16 00:39:45,"Kanoi_Inside","CHINKARA",1,NA
