"","Grid","effort_start","effort_end","hours","effort_hours","effort_secs"
"112","OUT 329",2018-01-28 19:18:00,2018-01-29 13:52:00,18.5666666666667,894.267222222222,3219362
"113","OUT 329",2018-01-29 14:52:00,2018-02-23 09:33:05,594.684722222222,894.267222222222,3219362
"114","OUT 330",2018-01-16 17:04:28,2018-02-23 09:45:41,904.686944444444,904.686944444444,3256873
"115","OUT 347",2018-01-18 14:29:14,2018-01-31 12:07:00,309.629444444444,590.192777777778,2124694
"116","OUT 347",2018-02-03 13:40:00,2018-02-04 11:12:00,21.5333333333333,590.192777777778,2124694
"117","OUT 347",2018-02-12 14:46:00,2018-02-18 10:57:00,140.183333333333,590.192777777778,2124694
"118","OUT 347",2018-02-18 11:57:00,2018-02-23 10:47:48,118.846666666667,590.192777777778,2124694
"119","OUT 348",2018-01-16 17:24:57,2018-02-23 10:01:42,904.6125,904.6125,3256605
"120","OUT 349",2018-01-16 17:44:50,2018-02-23 10:09:07,904.404722222222,904.404722222222,3255857
"121","OUT 350",2018-01-16 18:26:48,2018-02-23 10:21:25,903.910277777778,903.910277777778,3254077
"122","OUT 371",2018-01-16 19:03:18,2018-02-23 10:33:08,903.497222222222,903.497222222222,3252590
"123","OUT 462",2018-01-17 12:00:08,2018-02-23 12:01:09,888.016944444444,888.016944444444,3196861
"124","OUT 472",2018-01-17 12:37:05,2018-02-23 12:06:12,887.485277777778,887.485277777778,3194947
"125","OUT 479",2018-01-17 13:22:12,2018-02-23 12:23:09,887.015833333333,887.015833333333,3193257
"126","OUT 488",2018-02-09 12:59:21,2018-02-23 12:38:57,335.66,335.66,1208376
"127","OUT 506",2018-01-17 14:59:36,2018-02-01 08:09:00,353.156666666667,828.966388888889,2984279
"128","OUT 506",2018-02-03 16:11:00,2018-02-06 08:46:00,64.5833333333333,828.966388888889,2984279
"129","OUT 506",2018-02-06 09:46:00,2018-02-23 12:59:35,411.226388888889,828.966388888889,2984279
"130","OUT 529",2018-01-16 14:10:17,2018-02-23 12:54:05,910.73,910.73,3278628
"131","OUT 561",2018-01-16 14:43:01,2018-02-23 12:38:12,909.919722222222,909.919722222222,3275711
"132","OUT 562",2018-01-16 13:31:33,2018-01-25 16:54:00,219.374166666667,909.955277777778,3275839
"133","OUT 562",2018-01-25 17:54:00,2018-02-23 12:28:52,690.581111111111,909.955277777778,3275839
"134","OUT 597",2018-01-16 15:14:30,2018-02-23 12:15:16,909.012777777778,909.012777777778,3272446
"135","OUT 598",2018-01-16 15:46:07,2018-02-23 12:04:55,908.313333333333,908.313333333333,3269928
"136","OUT 619",2018-01-16 16:20:02,2018-01-25 10:53:00,210.549444444444,906.589166666667,3263721
"137","OUT 619",2018-01-25 11:53:00,2018-02-23 11:55:23,696.039722222222,906.589166666667,3263721
"138","OUT 620",2018-01-16 17:56:27,2018-02-23 11:42:51,905.773333333333,905.773333333333,3260784
"139","OUT 627",2018-02-03 18:04:34,2018-02-23 11:26:53,473.371944444444,473.371944444444,1704139
"140","OUT 628",2018-01-16 18:40:18,2018-02-23 11:10:51,904.509166666667,904.509166666667,3256233
"141","OUT 629",2018-01-16 17:22:43,2018-02-23 10:55:32,905.546944444444,905.546944444444,3259969
"142","OUT 637",2018-01-17 16:19:24,2018-02-23 10:41:13,882.363611111111,882.363611111111,3176509
"143","OUT 638",2018-01-17 17:05:40,2018-01-21 14:10:00,93.0722222222222,781.401944444444,2813047
"144","OUT 638",2018-01-25 17:08:00,2018-02-13 08:34:00,447.433333333333,781.401944444444,2813047
"145","OUT 638",2018-02-13 09:34:00,2018-02-23 10:27:47,240.896388888889,781.401944444444,2813047
"146","OUT 643",2018-01-18 12:36:40,2018-02-16 08:11:00,691.572222222222,857.940833333333,3088587
"147","OUT 643",2018-02-16 09:11:00,2018-02-23 07:33:07,166.368611111111,857.940833333333,3088587
"148","OUT 647",2018-01-17 18:08:25,2018-02-23 10:07:21,879.982222222222,879.982222222222,3167936
"149","OUT 648",2018-01-17 18:49:37,2018-02-23 09:52:29,879.047777777778,879.047777777778,3164572
"150","OUT 649",2018-01-18 11:59:08,2018-02-23 09:18:10,861.317222222222,861.317222222222,3100742
"151","GAJ_1",2017-12-05 12:52:57,2018-01-12 14:47:07,913.902777777778,913.902777777778,3290050
"152","GAJ_12",2017-12-05 14:57:25,2018-01-12 15:19:56,912.375277777778,912.375277777778,3284551
"153","GAJ_13",2017-12-05 16:29:21,2018-01-09 14:18:49,837.824444444444,837.824444444444,3016168
"154","GAJ_20",2017-12-05 12:48:01,2018-01-12 14:50:52,914.0475,914.0475,3290571
"155","GAJ_21",2017-12-05 14:00:12,2018-01-11 18:53:39,892.890833333333,892.890833333333,3214407
"156","GAJ_5",2017-12-05 14:21:45,2018-01-12 15:16:37,912.914444444444,912.914444444444,3286492
"157","GAJ_6",2017-12-05 13:27:22,2018-01-12 15:02:23,913.583611111111,913.583611111111,3288901
"158","GAJ_7",2017-12-05 13:49:16,2018-01-10 12:30:06,862.680555555556,862.680555555556,3105650
"159","G200",2017-02-12 14:37:47,2017-03-28 19:02:33,1060.41277777778,1060.41277777778,3817486
"160","G202",2017-02-19 10:51:23,2017-03-10 18:12:00,463.343611111111,889.981388888889,3203933
"161","G202",2017-03-10 19:12:00,2017-03-28 13:50:16,426.637777777778,889.981388888889,3203933
"162","G203",2017-02-11 17:06:38,2017-03-28 17:54:49,1080.80305555556,1080.80305555556,3890891
"163","G207",2017-02-11 19:10:42,2017-03-18 18:12:00,839.021666666667,1078.62,3883032
"164","G207",2017-03-18 19:12:00,2017-03-28 18:47:54,239.598333333333,1078.62,3883032
"165","G208",2017-02-11 18:05:40,2017-03-28 12:54:16,1074.81,1074.81,3869316
"166","G209",2017-02-11 16:48:02,2017-03-28 17:22:41,1080.5775,1080.5775,3890079
"167","G210",2017-02-12 13:02:21,2017-03-28 18:36:31,1061.56944444444,1061.56944444444,3821650
"168","G211",2017-02-11 13:38:37,2017-03-28 18:06:08,1084.45861111111,1084.45861111111,3904051
"169","G212",2017-02-11 13:53:41,2017-03-28 17:10:22,1083.27805555556,1083.27805555556,3899801
"170","G213",2017-02-12 12:13:04,2017-03-28 17:45:15,1061.53638888889,1061.53638888889,3821531
"171","G214",2017-02-11 12:34:56,2017-03-22 03:08:00,926.551111111111,939.272777777778,3381382
"172","G214",2017-03-22 04:08:00,2017-03-22 16:51:18,12.7216666666667,939.272777777778,3381382
"173","G215",2017-02-11 12:45:59,2017-03-28 16:59:51,1084.23111111111,1084.23111111111,3903232
"174","G216",2017-02-12 11:05:18,2017-03-28 17:34:13,1062.48194444444,1062.48194444444,3824935
"175","G217",2017-02-12 10:17:47,2017-03-28 17:21:31,1063.06222222222,1063.06222222222,3827024
"176","G218",2017-02-12 09:37:18,2017-02-13 00:49:00,15.195,907.075277777778,3265471
"177","G218",2017-02-19 12:15:00,2017-03-08 20:13:00,415.966666666667,907.075277777778,3265471
"178","G218",2017-03-08 21:13:00,2017-03-28 17:07:49,475.913611111111,907.075277777778,3265471
"179","Mia 1",2018-04-26 18:28:21,2018-04-28 15:10:00,44.6941666666667,780.833055555556,2810999
"180","Mia 1",2018-04-28 16:10:00,2018-05-29 08:18:20,736.138888888889,780.833055555556,2810999
"181","Mia 10",2018-04-27 20:30:11,2018-05-29 08:18:15,755.801111111111,755.801111111111,2720884
"182","Mia 12",2018-04-26 19:43:38,2018-05-29 09:05:43,781.368055555556,781.368055555556,2812925
"183","Mia 13",2018-04-26 18:34:31,2018-05-29 05:35:55,779.023333333333,779.023333333333,2804484
"184","Mia 14",2018-04-27 08:31:32,2018-05-29 07:29:50,766.971666666667,766.971666666667,2761098
"185","Mia 15",2018-04-28 08:41:41,2018-05-29 11:16:40,746.583055555556,746.583055555556,2687699
"186","Mia 16",2018-04-28 09:46:08,2018-05-29 11:04:03,745.298611111111,745.298611111111,2683075
"187","Mia 17",2018-04-28 20:05:39,2018-05-29 08:18:36,732.215833333333,732.215833333333,2635977
"188","Mia 18",2018-04-28 18:51:16,2018-05-28 18:09:04,719.296666666667,719.296666666667,2589468
"189","Mia 19",2018-04-28 08:47:14,2018-05-01 06:31:00,69.7294444444444,742.245833333333,2672085
"190","Mia 19",2018-05-01 07:31:00,2018-05-29 08:01:59,672.516388888889,742.245833333333,2672085
"191","Mia 2",2018-04-26 19:30:12,2018-05-07 16:24:00,260.896666666667,779.710277777778,2806957
"192","Mia 2",2018-05-07 17:24:00,2018-05-29 08:12:49,518.813611111111,779.710277777778,2806957
"193","Mia 20",2018-04-27 18:47:55,2018-05-28 14:44:30,739.943055555556,739.943055555556,2663795
"194","Mia 21",2018-04-27 10:10:19,2018-05-28 20:02:46,753.874166666667,753.874166666667,2713947
"195","Mia 22",2018-04-28 10:46:32,2018-05-29 11:09:14,744.378333333333,744.378333333333,2679762
"196","Mia 23",2018-04-28 09:47:16,2018-05-28 17:22:16,727.583333333333,727.583333333333,2619300
"197","Mia 24",2018-04-27 19:50:17,2018-05-29 06:15:09,754.414444444444,754.414444444444,2715892
"198","Mia 3",2018-04-27 19:02:16,2018-05-28 09:43:20,734.684444444444,734.684444444444,2644864
"199","Mia 4",2018-04-27 09:00:06,2018-05-21 08:15:00,575.248333333333,751.433888888889,2705162
"200","Mia 4",2018-05-21 09:15:00,2018-05-28 17:26:08,176.185555555556,751.433888888889,2705162
"201","Mia 5",2018-04-26 20:18:57,2018-04-30 10:24:00,86.0841666666667,763.278611111111,2747803
"202","Mia 5",2018-04-30 11:24:00,2018-05-28 16:35:40,677.194444444444,763.278611111111,2747803
"203","Mia 6",2018-04-27 20:02:54,2018-05-29 08:20:09,756.2875,756.2875,2722635
"204","Mia 7",2018-04-27 19:35:54,2018-05-29 08:36:07,757.003611111111,757.003611111111,2725213
"205","Mia 8",2018-04-27 10:07:09,2018-05-25 19:13:00,681.0975,753.019722222222,2710871
"206","Mia 8",2018-05-25 20:13:00,2018-05-28 20:08:20,71.9222222222222,753.019722222222,2710871
"207","Mia 9",2018-04-27 11:02:40,2018-05-29 07:39:44,764.617777777778,764.617777777778,2752624
"208","Out 111",2018-04-29 11:00:47,2018-05-29 09:29:17,718.475,718.475,2586510
"209","Out 112",2018-04-29 20:18:00,2018-05-29 09:06:43,708.811944444444,708.811944444444,2551723
"210","Out 124",2018-04-30 12:03:52,2018-05-20 12:16:00,480.202222222222,690.644444444445,2486320
"211","Out 124",2018-05-20 13:16:00,2018-05-29 07:42:32,210.442222222222,690.644444444445,2486320
"212","Out 132",2018-04-29 19:02:50,2018-05-29 08:58:55,709.934722222222,709.934722222222,2555765
"213","Out 134",2018-04-30 19:49:53,2018-05-29 07:57:34,684.128055555556,684.128055555556,2462861
"214","Out 137",2018-04-30 11:18:18,2018-05-29 09:39:49,694.358611111111,694.358611111111,2499691
"215","Out 139",2018-04-30 10:00:49,2018-05-29 09:22:06,695.354722222222,695.354722222222,2503277
"216","Out 141",2018-04-30 08:56:08,2018-05-29 09:13:34,696.290555555556,696.290555555556,2506646
"217","Out 29",2018-04-28 18:54:02,2018-05-29 09:31:10,734.618888888889,734.618888888889,2644628
"218","Out 31",2018-04-28 20:14:53,2018-05-29 09:47:40,733.546388888889,733.546388888889,2640767
"219","Out 32",2018-04-29 08:22:41,2018-05-29 04:23:48,716.018611111111,716.018611111111,2577667
"220","Out 42",2018-04-30 18:48:07,2018-05-29 10:40:09,687.867222222222,687.867222222222,2476322
"221","Out 44",2018-04-30 09:27:40,2018-05-28 00:49:53,663.370277777778,663.370277777778,2388133
"222","Out 46",2018-04-29 09:26:13,2018-05-18 07:33:00,454.113055555556,715.45,2575620
"223","Out 46",2018-05-18 11:53:00,2018-05-27 08:50:00,212.95,715.45,2575620
"224","Out 46",2018-05-27 09:50:00,2018-05-29 10:13:13,48.3869444444444,715.45,2575620
"225","Out 55",2018-04-30 19:27:44,2018-05-29 06:01:26,682.561666666667,682.561666666667,2457222
"226","Out 57",2018-04-30 10:37:11,2018-05-29 10:33:40,695.941388888889,695.941388888889,2505389
"227","Out 59",2018-04-29 10:41:56,2018-05-29 10:22:37,719.678055555556,719.678055555556,2590841
"228","Out 66",2018-04-30 11:29:35,2018-05-29 10:29:03,694.991111111111,694.991111111111,2501968
"229","Out 67",2018-04-30 12:11:56,2018-05-29 10:37:55,694.433055555556,694.433055555556,2499959
"230","Out 68",2018-05-01 09:23:20,2018-05-29 10:21:24,672.967777777778,672.967777777778,2422684
"231","Out 76",2018-04-29 08:32:05,2018-05-28 19:39:58,707.131388888889,707.131388888889,2545673
"232","Out 78",2018-04-30 12:54:30,2018-05-29 10:41:45,693.7875,693.7875,2497635
"233","Out 91",2018-04-29 09:42:42,2018-05-29 10:02:14,720.325555555556,720.325555555556,2593172
"234","Out 92",2018-04-30 19:06:39,2018-05-29 06:34:38,683.466388888889,683.466388888889,2460479
"235","Ram 36",2017-12-03 11:43:18,2018-01-11 12:02:16,936.316111111111,936.316111111111,3370738
"236","Ram 37",2017-12-03 11:10:28,2018-01-11 11:40:41,936.503611111111,936.503611111111,3371413
"237","Ram 38",2017-12-03 11:08:02,2018-01-11 11:25:19,936.288055555556,936.288055555556,3370637
"238","Ram 39",2017-12-03 17:04:54,2018-01-11 14:29:40,933.412777777778,933.412777777778,3360286
"239","RAM 40",2017-12-03 16:15:15,2017-12-19 16:57:00,384.695833333333,901.601944444444,3245767
"240","RAM 40",2017-12-19 17:57:00,2018-01-10 06:51:22,516.906111111111,901.601944444444,3245767
"241","RAM 41",2017-12-03 12:20:07,2018-01-11 12:05:00,935.748055555556,935.748055555556,3368693
"242","Ram 42",2017-12-03 12:32:30,2017-12-23 21:02:00,488.491666666667,934.178888888889,3363044
"243","Ram 42",2017-12-23 22:02:00,2018-01-11 11:43:14,445.687222222222,934.178888888889,3363044
"244","Ram 43",2017-12-03 13:39:00,2017-12-08 07:20:00,113.683333333333,710.273333333333,2556984
"245","Ram 43",2017-12-17 13:54:00,2018-01-08 09:16:00,523.366666666667,710.273333333333,2556984
"246","Ram 43",2018-01-08 10:16:00,2018-01-11 11:29:24,73.2233333333333,710.273333333333,2556984
"247","Ram 44",2017-12-03 18:47:39,2018-01-11 11:00:31,928.214444444444,928.214444444444,3341572
