"","Region.Label","Sample.Label","DateTimeOriginal","Species","size","distance","DN","Effort","Defunct_time","Area","diff"
"405","Sudasri_Inside","S109",NA,NA,NA,NA,NA,1114382,1065421,1,NA
"406","Sudasri_Inside","S110",NA,NA,NA,NA,NA,1646265,0,1,NA
"407","Sudasri_Inside","S111",NA,NA,NA,NA,NA,140333,0,1,NA
"408","Sudasri_Inside","S112",NA,NA,NA,NA,NA,1643217,0,1,NA
"409","Sudasri_Inside","S113",NA,NA,NA,NA,NA,1028179,1148941,1,NA
"410","Sudasri_Inside","S114",2017-01-28 08:30:10,"DOG",1,6.729610751,"Day",1515099,0,1,0
"411","Sudasri_Inside","S114",2017-01-28 08:30:12,"DOG",1,NA,"Day",1515099,0,1,2
"412","Sudasri_Inside","S115",NA,NA,NA,NA,NA,1466207,0,1,NA
"413","Sudasri_Inside","S116",NA,NA,NA,NA,NA,1466436,0,1,NA
"414","Sudasri_Inside","S120",NA,NA,NA,NA,NA,311808,0,1,NA
"415","Sudasri_Inside","S121",NA,NA,NA,NA,NA,1602703,0,1,NA
"416","Sudasri_Inside","S122",NA,NA,NA,NA,NA,1591646,0,1,NA
"417","Sudasri_Inside","S123",NA,NA,NA,NA,NA,1565110,0,1,NA
"418","Sudasri_Inside","S123_1",NA,NA,NA,NA,NA,1564055,0,1,NA
"419","Sudasri_Inside","S124",NA,NA,NA,NA,NA,1595533,0,1,NA
"420","Sudasri_Inside","S125",NA,NA,NA,NA,NA,1525818,0,1,NA
"421","Sudasri_Inside","S126",NA,NA,NA,NA,NA,1519818,0,1,NA
"422","Sudasri_Inside","S127",NA,NA,NA,NA,NA,1558914,0,1,NA
"423","Sudasri_Inside","S128",NA,NA,NA,NA,NA,1556209,0,1,NA
"424","Sudasri_Inside","S130",NA,NA,NA,NA,NA,440403,0,1,NA
"425","Sudasri_Inside","S131",NA,NA,NA,NA,NA,1522881,0,1,NA
"426","Sudasri_Inside","S132",NA,NA,NA,NA,NA,1605233,0,1,NA
"427","Sudasri_Inside","S133",NA,NA,NA,NA,NA,1596842,0,1,NA
"428","Sudasri_Inside","S134",NA,NA,NA,NA,NA,1567288,0,1,NA
"429","Sudasri_Inside","S135",NA,NA,NA,NA,NA,1554222,0,1,NA
"430","Sudasri_Inside","S136",NA,NA,NA,NA,NA,1553560,0,1,NA
"431","Sudasri_Inside","S137",NA,NA,NA,NA,NA,1603774,0,1,NA
"432","Sudasri_Inside","S138",NA,NA,NA,NA,NA,1601510,0,1,NA
"433","Sudasri_Inside","S138_1",NA,NA,NA,NA,NA,535062,0,1,NA
"434","Sudasri_Inside","S140",2017-01-09 18:04:08,"DOG",1,NA,"Day",1511706,0,1,0
"435","Sudasri_Inside","S141",NA,NA,NA,NA,NA,1509893,0,1,NA
"436","Sudasri_Inside","S142",NA,NA,NA,NA,NA,701996,1634221,1,NA
"437","Sudasri_Inside","S59",NA,NA,NA,NA,NA,510452,2082481,1,NA
"438","Sudasri_Inside","S64",NA,NA,NA,NA,NA,1592123,0,1,NA
"439","Sudasri_Inside","S65",NA,NA,NA,NA,NA,1593803,0,1,NA
"440","Sudasri_Inside","S66",NA,NA,NA,NA,NA,1857738,0,1,NA
"441","Sudasri_Inside","S74",NA,NA,NA,NA,NA,1644594,0,1,NA
"442","Sudasri_Inside","S75",NA,NA,NA,NA,NA,1642894,0,1,NA
"443","Sudasri_Inside","S76",NA,NA,NA,NA,NA,1673372,0,1,NA
"444","Sudasri_Inside","S77",NA,NA,NA,NA,NA,1599084,0,1,NA
"445","Sudasri_Inside","S78",NA,NA,NA,NA,NA,1479322,0,1,NA
"446","Sudasri_Inside","S79",NA,NA,NA,NA,NA,124114,156001,1,NA
"447","Sudasri_Inside","S86",NA,NA,NA,NA,NA,1646754,0,1,NA
"448","Sudasri_Inside","S87",NA,NA,NA,NA,NA,984831,1212181,1,NA
"449","Sudasri_Inside","S88",NA,NA,NA,NA,NA,1641810,0,1,NA
"450","Sudasri_Inside","S89",NA,NA,NA,NA,NA,1563462,0,1,NA
"451","Sudasri_Inside","S90",NA,NA,NA,NA,NA,1008487,935461,1,NA
"452","Sudasri_Inside","S91",NA,NA,NA,NA,NA,1480509,0,1,NA
"453","Sudasri_Inside","S92",NA,NA,NA,NA,NA,1470623,0,1,NA
"454","Sudasri_Inside","S97",NA,NA,NA,NA,NA,1634167,0,1,NA
"455","Sudasri_Inside","S98",NA,NA,NA,NA,NA,1633336,0,1,NA
"456","Sudasri_Inside","S99",NA,NA,NA,NA,NA,559982,0,1,NA
