Camera_id,inside_out,Cent_long,Cent_lat,Dist_to_En,Dist_to_Se,TRI_count,TRI_sum,TRI_mean,TRI_median,VALUE_0,VALUE_1,Proportion
R183,inside,70.608050000000006,26.761430000000001,-299.222139400000003,3658.394257999999809,"38",48.625000000000000,1.279610000000000,1.187500000000000,"170325","114525",0.402053712000000
R184,inside,70.589039999999997,26.751259999999998,-244.845386399999995,4110.567230999999992,"36",38.375000000000000,1.065970000000000,0.875000000000000,"241875","12600",0.049513705000000
R185,inside,70.594160000000002,26.752749999999999,-413.323330499999997,4559.951422000000093,"39",50.125000000000000,1.285260000000000,1.125000000000000,"238950","47475",0.165750196000000
R186,inside,70.599320000000006,26.754149999999999,-344.006444499999986,4751.902097000000140,"38",38.125000000000000,1.003290000000000,0.875000000000000,"183150","103050",0.360062893000000
R187,inside,70.604460000000003,26.755510000000001,-412.679595300000017,4310.413520000000062,"38",43.375000000000000,1.141450000000000,1.000000000000000,"186300","99900",0.349056604000000
R188,inside,70.606089999999995,26.750979999999998,-388.793696800000021,4123.687640000000101,"39",62.750000000000000,1.608970000000000,1.625000000000000,"62775","223200",0.780487805000000
Ramdeora Ram 36,inside,71.979420000000005,26.992180000000001,-310.831167100000016,2076.472252999999910,"31",41.125000000000000,1.326610000000000,1.250000000000000,"56475","185400",0.766511628000000
Ramdeora Ram 37,inside,71.977530000000002,26.996189999999999,-246.300778799999989,1664.323538999999982,"33",37.750000000000000,1.143940000000000,0.875000000000000,"32175","199125",0.860894942000000
Ramdeora Ram 38,inside,71.975740000000002,27.000579999999999,-163.931728800000002,1296.930904999999939,"26",43.875000000000000,1.687500000000000,1.750000000000000,"18675","175050",0.903600465000000
Ramdeora Ram 39,inside,71.973339999999993,27.004339999999999,-318.060371599999996,994.504678099999978,"32",48.875000000000000,1.527340000000000,1.437500000000000,"7875","235575",0.967652495000000
Ramdeora RAM 40,inside,71.985919999999993,26.990690000000001,-151.700971199999998,2694.998607999999876,"20",27.125000000000000,1.356250000000000,1.125000000000000,"26325","128025",0.829446064000000
